activity_id,activity_name,actor.authorizations[0].policy.uid,actor.session.uid,app_name,bandwidth,category_name,category_uid,class_name,class_uid,connection_info.direction_id,connection_info.protocol_num,dataSource.category,dataSource.name,dataSource.vendor,device.domain,device.name,device.uid,dst_endpoint.interface_name,dst_endpoint.ip,dst_endpoint.location.country,dst_endpoint.port,duration,durationdelta,event.type,message,metadata.log_name,metadata.original_time,metadata.product.name,metadata.product.vendor_name,metadata.uid,metadata.version,metric,monitor,observables[0].name,observables[0].type,observables[0].type_id,observables[0].value,observables[1].name,observables[1].type,observables[1].type_id,observables[1].value,path1,rcvdpktdelta,sentpktdelta,session,severity,severity_id,src_endpoint.interface_name,src_endpoint.ip,src_endpoint.location.country,src_endpoint.port,src_endpoint.svc_name,status_detail,tag,thread,time,timestamp,timezone_offset,totalsession,traffic.bytes_in,traffic.bytes_out,traffic.packets_in,traffic.packets_out,type_name,type_uid,unmapped.action,unmapped.addr,unmapped.appcat,unmapped.cpu,unmapped.date,unmapped.devid,unmapped.devname,unmapped.disk,unmapped.disklograte,unmapped.dstintfrole,unmapped.fazlograte,unmapped.freediskstorage,unmapped.interface,unmapped.level,unmapped.logdesc,unmapped.mem,unmapped.msg,unmapped.policytype,unmapped.rcvddelta,unmapped.sentdelta,unmapped.setuprate,unmapped.srcintfrole,unmapped.sysuptime,unmapped.total,unmapped.trandisp,unmapped.type,unmapped.used,unmapped.vd,unmapped.waninfo,value
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,tAQyNDRp,,,log_session_1359217352814510135,3,,,,,,,,logVolume,metalog,,1722174180011093950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,978
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,LPgMRxYWo,,,log_session_1359217352814510135,3,,,,,,,,logVolume,metalog,,1722174180011112895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
6,traffic,7,d0a9512d-2a8c-4c4d-a4a0-9d867f5722e5,Slack,,Network Activity,4,Network Activity,4001,7,8,security,FortiGate,Fortinet,bZmc,CLUSTER-DB05-INT,15a13e7f-eb5d-41d4-9a8b-3db04a94ad8d,Qvzw5,8.8.8.8,snfyCv azxvmA,443,1,,traffic,-,local,1722174245621705750,FortiGate,Fortinet,6a271f0d-af67-4e3b-9dfe-39909bb3e376,6.6.7,,agentSyslog,lOn_LTjBhaBO.yx,mC TxzkRjK,7,938.21.56.32,Wpk_IAYcfXrr.tC,Ae lXXscUR,0,959.327.798.0,,,,log_session_6649948535594099433,3,99,sLZZ,172.16.0.6,Germany,4864,mhJGn,,,log_2,4730052187387,1722174245621705750,-904,,9962,0847,48,93,Network Activity: Traffic,400106,server-rst,,BdIBEPmai,,0757-92-02,,,,,FMCajPzFQ,,,,notice,,,,,,,,ynmSLoPEF,,,RPXv,,,,,
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,dRZGJgte,,,log_session_1359217352814510135,3,,,,,,,,logVolume,metalog,,1722174270013531216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,922
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,lWVYequMu,,,log_session_1359217352814510135,3,,,,,,,,logVolume,metalog,,1722174270013743692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
99,system,,,,2/7,Uncategorized,0,Base Event,0,,,security,FortiGate,Fortinet,,,,,,,,,,system,-,system,1722174284757537359,FortiGate,Fortinet,81d09fe3-3560-47fb-b1a7-3035a8252bbd,0.7.3,,agentSyslog,,,,,,,,,,,,log_session_6649948535594099433,3,99,,,,,,,,log_2,8269930163941,1722174284757537359,-309,8,,,,,Base Event: Other,99,perf-stats,,,9,4317-13-28,bshwzE-I034VPIfJ,lEsuAC-P939BPZCs,4,3,,6,09911,,notice,PvMzqB vTWKINOYyBw aPUKhtWeMh,61,"aDAhhyoNWoK ySYFGYhOBK: BeROJRs KlD: 1, MiCybx:  97, IljqzEVTtf muSGJeEC:  3, ZfrHL-sLib: 4",,,,4,,383832,,,YRfWB,,bPtA,p/X,
6,traffic,0,a3e3c25e-5a6a-4ee5-845a-5f181a1d3a09,Dropbox,,Network Activity,4,Network Activity,4001,9,1,security,FortiGate,Fortinet,nwub,FW-EX01-DEV,d1cc93b4-5d01-48c2-8309-903c8f1accc2,nuxv,10.0.0.5,LmMicEvC,80,2,,traffic,-,local,1722174285851701976,FortiGate,Fortinet,c109d1c1-af2a-450c-a7ea-d9514a9d1402,4.5.8,,agentSyslog,hLP_bypbyHlF.Rd,HE dTIGVtu,0,642.1.1.5,MhN_WoPqBsnm.wY,nK dZcwbPm,9,128.2.9.1,,,,log_session_6649948535594099433,3,99,GWKx,203.0.113.7,United States,95981,OOBU,,,log_2,3861467593041,1722174285851701976,-785,,866,410,6,9,Network Activity: Traffic,400106,close,,vHfXzpMVw,,1021-95-99,,,,,ZJfpGHHal,,,,notice,,,,,,,,eGRyELDii,,,IcgC,,,,,
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,ISEeeAWx,,,log_session_1359217352814510135,3,,,,,,,,logVolume,metalog,,1722174300035899277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9507
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,DQzynsSEW,,,log_session_1359217352814510135,3,,,,,,,,logVolume,metalog,,1722174300035919502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
99,system,,,,,Uncategorized,0,Base Event,0,,,security,FortiGate,Fortinet,,,,,,,,,,system,-,system,1722174310388251041,FortiGate,Fortinet,c109d1c1-af2a-450c-a7ea-d9514a9d1402,2.1.6,,agentSyslog,,,,,,,,,,,,log_session_6649948535594099433,3,99,,,,,,-,,log_2,2542260375058,1722174310388251041,-855,,,,,,Base Event: Other,99,,,,,5345-25-98,cSBenx-a065eINEn,KXsvAN-m199iPXay,,,,,,,notice,sUFmdnLEj qbBAKH CaSxrHqaf,,AMmVyjMcr aJtADkCCn gFkKrg KolH=zRp ZJre=oHk EEGt=nXk Tagl 339.052.098.8:493,,,,,,,,,Bpymt,,dKIz,,
6,traffic,8,6ad8316b-9a4a-4bf4-bf97-20171764e00a,SAP,,Network Activity,4,Network Activity,4001,5,2,security,FortiGate,Fortinet,zUFS,APP-APP01-PROD,e5f38a42-9be4-4e4e-98f1-7528a02a1f66,IszT6,198.51.100.5,HYPFrU gQYEQm,443,70,,traffic,-,local,1722174315551707240,FortiGate,Fortinet,5b6359b4-7600-4b58-9c63-e06b23f9ab87,2.0.2,,agentSyslog,oeh_bTFwZoCE.st,qV ZXZSGHQ,0,239.50.94.69,TPQ_cIVhFKIw.pE,OW pAVwXcM,3,280.334.078.7,,,,log_session_6649948535594099433,3,99,rZDc,198.51.100.8,Canada,3488,RZNpU,,,log_2,9624383714499,1722174315551707240,-964,,89065,2691,79,65,Network Activity: Traffic,400106,server-rst,,qmJPYtlwS,,7411-81-18,,,,,ECASDxEGu,,,,notice,,,,,,,,uVShbaquN,,,JmzK,,,,,
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,TtCAhnLI,,,log_session_1362272900095554315,3,,,,,,,,logVolume,metalog,,1722174330038995780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1325
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,GgNkZXuqz,,,log_session_1362272900095554315,3,,,,,,,,logVolume,metalog,,1722174330039006988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,traffic,8,c109d1c1-af2a-450c-a7ea-d9514a9d1402,Okta,,Network Activity,4,Network Activity,4001,7,15,security,FortiGate,Fortinet,GMCs,GW-FW03-STAGE,8b201ded-12c1-4a3b-8a36-df548fa0a745,msqB3,192.168.0.7,omDUqL WcMHcC,123,089,,traffic,-,local,1722174365451701418,FortiGate,Fortinet,a3e3c25e-5a6a-4ee5-845a-5f181a1d3a09,5.7.0,,agentSyslog,QjS_zYvpJsQb.oC,Fk wUaPsmI,1,584.62.51.56,ABx_wpVGXhEN.GG,Py YZMSpiL,9,696.81.768.21,,,,log_session_6649948535594099433,3,99,pfhC,203.0.113.2,Mexico,615,xCd,,,log_2,1956345102125,1722174365451701418,-972,,50,50,5,4,Network Activity: Traffic,400106,accept,,WDpjiojPs,,8263-40-33,,,,,wiqrMRtRH,,,,notice,,,,,,,,CdBCDZTcC,,,PHZG,,,,,
6,traffic,2,06de8ec4-8f47-45d8-92a8-6621d3e6cdd5,LogMeIn,,Network Activity,4,Network Activity,4001,4,59,security,FortiGate,Fortinet,BKhz,APP-APP01-PROD,5b6359b4-7600-4b58-9c63-e06b23f9ab87,vqik1,192.168.0.8,dWhCVM xcsMFi,123,248,,traffic,-,local,1722174365451708477,FortiGate,Fortinet,0c8a1a13-61a1-4fb2-aa4a-c5fbaa5c06ae,0.6.5,,agentSyslog,kwN_wogjYzYp.BU,YX VdOjtbq,4,872.06.17.58,cOc_GFtGLEFn.QK,Ep ACwtzzx,1,797.64.204.15,,,,log_session_6649948535594099433,3,99,GYgx,192.168.1.1,Germany,503,vhX,,,log_2,0337656521969,1722174365451708477,-843,,92,88,5,6,Network Activity: Traffic,400106,accept,,BRvxAzapS,,3503-32-18,,,,,mCgdDwRwZ,,,,notice,,,,,,,,HVGXuZuRm,,,SxRQ,,,,,
6,traffic,5,d1b73202-66fe-4de4-92ed-11fc01a1c748,ZenDesk,,Network Activity,4,Network Activity,4001,0,58,security,FortiGate,Fortinet,ngth,FW-PALOALT02-SEC,f719864a-d489-4483-b8a4-c235cf6f32e1,EvKO3,198.51.100.2,RTdGMF bnVgLX,123,548,,traffic,-,local,1722174365451714056,FortiGate,Fortinet,9058a660-bbb7-4b63-b3fb-0a1c3dfb0d46,4.4.1,,agentSyslog,Cyu_QqgrFfHG.HW,qR qyKMGST,4,182.85.09.26,WVt_fuitvrwu.eD,bo vJzHKxL,1,556.08.820.81,,,,log_session_6649948535594099433,3,99,GHWw,192.168.0.5,United States,079,BUK,,,log_2,0035983166991,1722174365451714056,-361,,92,50,5,8,Network Activity: Traffic,400106,accept,,HvdyqHGUq,,3427-54-35,,,,,tpDAobekL,,,,notice,,,,,,,,zDoTmvGCu,,,QpDR,,,,,
6,traffic,6,0eaf3430-0ea6-48f4-9604-e0a2f07e5b6d,GitHub,,Network Activity,4,Network Activity,4001,7,80,security,FortiGate,Fortinet,ZCGI,NAS-STOR01-UAT,d0a9512d-2a8c-4c4d-a4a0-9d867f5722e5,KsRf7,192.168.0.4,jBOarp XFdRvc,123,078,,traffic,-,local,1722174365451714609,FortiGate,Fortinet,f719864a-d489-4483-b8a4-c235cf6f32e1,3.7.8,,agentSyslog,FJZ_MPIRjfUp.NI,IR nlQYOiZ,0,884.84.12.90,mRN_KTHPWcqs.cz,fI zXNZLWz,5,401.01.151.79,,,,log_session_6649948535594099433,3,99,AZDt,192.0.2.4,United States,091,GEt,,,log_2,7926594259107,1722174365451714609,-318,,43,13,5,7,Network Activity: Traffic,400106,accept,,ZRGsoqvAC,,0176-47-58,,,,,YFzKigXdu,,,,notice,,,,,,,,vKjGyJeSB,,,dPNM,,,,,
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,CNcYosQs,,,log_session_1362272900095554315,3,,,,,,,,logVolume,metalog,,1722174390013109841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2412
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,BgzIkMLfC,,,log_session_1362272900095554315,3,,,,,,,,logVolume,metalog,,1722174390013119318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,traffic,7,d22f6f8c-2a34-4fc2-9a08-17f442e3d86d,Atlassian,,Network Activity,4,Network Activity,4001,6,86,security,FortiGate,Fortinet,gTDl,NAS-STOR01-UAT,8e15da17-0f57-4f46-aed8-7a68de446bf5,brnG0,192.168.0.3,LnMnGSZp,514,876,167,traffic,-,local,1722174546541706367,FortiGate,Fortinet,d0a9512d-2a8c-4c4d-a4a0-9d867f5722e5,7.6.9,,agentSyslog,cOI_gtNdcmJH.SF,Nc pDlWVJZ,0,842.91.75.49,IbD_HynOhdtG.HD,fL uaIEEvL,3,713.12.95.56,,3,6,log_session_6649948535594099433,3,99,xUpo,192.0.2.7,Mexico,38548,tCDTkx,,,log_2,7695524095365,1722174546541706367,-338,,6,1312,7,33,Network Activity: Traffic,400106,accept,,ttxsqzldL,,5614-19-48,,,,,yGHxfevNa,,,,notice,,,,,6,2635,,pTsnGzEjJ,,,rfaA,,,,,
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,hPmrPhNj,,,log_session_1362272900095554315,3,,,,,,,,logVolume,metalog,,1722174570016583057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,911
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,nbmYHEbZL,,,log_session_1362272900095554315,3,,,,,,,,logVolume,metalog,,1722174570016593010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
99,system,,,,6/4,Uncategorized,0,Base Event,0,,,security,FortiGate,Fortinet,,,,,,,,,,system,-,system,1722174584756113377,FortiGate,Fortinet,42d0d22a-7f8a-4966-9754-257b6e525eb4,7.1.2,,agentSyslog,,,,,,,,,,,,log_session_6649948535594099433,3,99,,,,,,,,log_2,2421680479747,1722174584756113377,-641,3,,,,,Base Event: Other,99,perf-stats,,,0,5424-00-75,UCjGRB-W915gsTOh,sUUmXU-K366HfAmn,9,6,,2,69570,,notice,gSArjp LunqaBpKYgj FAYMYUuuVT,19,"kyNMLiaKTXq TYgLoSJpCI: qIrFxLV QDc: 1, EPeYEM:  43, PFZrRRvEwe yEfCfDJy:  7, cKcMv-MKZt: 7",,,,2,,075683,,,xmtHb,,MoIY,t/a,
6,traffic,0,e2a5f97c-2c65-404f-ae48-571354ca95f7,Adobe Creative Cloud,,Network Activity,4,Network Activity,4001,5,4,security,FortiGate,Fortinet,AhsV,FW-PALOALT02-SEC,19a1d2a0-29e7-4bd4-86d5-11c137efbd0c,sxyV,172.16.0.5,AjkqtPiM,80,1,,traffic,-,local,1722174585871701121,FortiGate,Fortinet,7cfa9ac2-6e0e-4f7b-aa55-ff833204ea03,2.6.2,,agentSyslog,jDu_JErgIDVz.zu,ns HyRrcFj,2,374.7.0.3,TfG_aivSRfIE.xe,Ve anDQNjo,2,120.8.3.6,,,,log_session_6649948535594099433,3,99,wByg,1.1.1.1,United States,44219,OlHV,,,log_2,2485018642464,1722174585871701121,-057,,646,859,0,8,Network Activity: Traffic,400106,close,,iqPSGhmZt,,8261-28-53,,,,,GvXHcBybZ,,,,notice,,,,,,,,FrtMwRNYR,,,GoBE,,,,,
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,uyCgfIkm,,,log_session_1362272900095554315,3,,,,,,,,logVolume,metalog,,1722174600100854477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7951
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,GIVlAefmF,,,log_session_1362272900095554315,3,,,,,,,,logVolume,metalog,,1722174600100865202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
6,traffic,0,a8a5bc3c-1a16-47a1-9c0d-91c96b94af1d,Microsoft Azure,,Network Activity,4,Network Activity,4001,8,47,security,FortiGate,Fortinet,wRgR,FW-EX01-DEV,b1d7a914-7db0-45b3-986d-c5f6bc36a198,ClUK9,10.0.0.6,ktPNkfNl,514,322,,traffic,-,local,1722174766711700251,FortiGate,Fortinet,d0a9512d-2a8c-4c4d-a4a0-9d867f5722e5,9.9.5,,agentSyslog,FXU_UsfSBRTT.Rq,KZ WhrgRDj,4,182.10.88.32,Heb_JnYcqkwp.on,rn jvsOPQj,4,416.75.50.08,,,,log_session_6649948535594099433,3,99,WYgV,172.16.0.7,Canada,32510,oxUyuN,,,log_2,9129607485972,1722174766711700251,-314,,5,5760,1,3,Network Activity: Traffic,400106,accept,,wQYepAJud,,5039-89-72,,,,,txVWXaVjS,,,,notice,,,,,,,,pXhcajeua,,,KKei,,,,,
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,qGEDYtxI,,,log_session_1360110014517664315,3,,,,,,,,logVolume,metalog,,1722174780060870827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,024
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,LEZxhmDjW,,,log_session_1360110014517664315,3,,,,,,,,logVolume,metalog,,1722174780060885613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
99,connector,,,,,Uncategorized,0,Base Event,0,,,security,FortiGate,Fortinet,,,,,,,,,,connector,-,connector,1722174840635311443,FortiGate,Fortinet,5b6359b4-7600-4b58-9c63-e06b23f9ab87,7.4.9,,agentSyslog,,,,,,,,,,,,log_session_6649948535594099433,3,1,,,,,,,,log_2,6227398024876,1722174840635311443,-832,,,,,,Base Event: Other,99,,KkyUDw_ZHg_BHtnWXsuJT_jrCLaLd,,,6813-76-60,TMPTSq-X077OSiff,GdMBhy-d735rDJBK,,,,,,,information,uGvCIRN gZVDBcc mYigQUX.,,JNXYPFj aGT ulDUOR_YTX_nfGQoFZPWD_GQBNLkG,,,,,,,,,ELYJq,,kHTr,,
6,traffic,8,63547fc9-049d-4e7e-8b3f-68e5b18a0e44,Stripe,,Network Activity,4,Network Activity,4001,8,9,security,FortiGate,Fortinet,rsNd,VM-DEV04-APP,7cfa9ac2-6e0e-4f7b-aa55-ff833204ea03,CEJO5,172.16.0.3,jJBaQL ohrTbO,443,5,,traffic,-,local,1722174845761703989,FortiGate,Fortinet,06de8ec4-8f47-45d8-92a8-6621d3e6cdd5,1.5.2,,agentSyslog,oCA_ZzbuqNKi.Ld,tG wlwyljE,6,047.47.54.81,Whr_SvoaFxxN.Eb,ne pHvfWZW,0,304.788.718.9,,,,log_session_6649948535594099433,3,99,bNnW,1.1.1.1,Germany,3553,OZiCo,,,log_2,4444972399363,1722174845761703989,-189,,6528,2735,84,69,Network Activity: Traffic,400106,server-rst,,fYEnBLXHb,,0333-67-39,,,,,mFbIQvAnm,,,,notice,,,,,,,,MzHfniiWR,,,WghT,,,,,
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,UMeHIbzp,,,log_session_1360110014517664315,3,,,,,,,,logVolume,metalog,,1722174870016447827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1472
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,ZOZKmPvPn,,,log_session_1360110014517664315,3,,,,,,,,logVolume,metalog,,1722174870016529467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
99,system,,,,0/8,Uncategorized,0,Base Event,0,,,security,FortiGate,Fortinet,,,,,,,,,,system,-,system,1722174884755171966,FortiGate,Fortinet,c47bdf19-daf1-4d46-9b6a-524ea68e833f,5.8.1,,agentSyslog,,,,,,,,,,,,log_session_6649948535594099433,3,99,,,,,,,,log_2,1346972439805,1722174884755171966,-195,8,,,,,Base Event: Other,99,perf-stats,,,2,5491-19-03,XTPmVh-k926qRTwF,OvDfPx-D821HZEJb,7,1,,2,28629,,notice,pMhkUK wrCTyiAfWQs ehRRDwEsHG,63,"kPULxeLHeIK FZlllThKQt: pWmWjJz VIT: 7, DYTCrW:  49, nvsqogHdWm ZcgIhiQI:  3, PzzvQ-vWXs: 7",,,,8,,564423,,,aYLja,,cKTk,m/t,
6,traffic,5,e4d542e8-b6d3-4a33-9a78-376406d188b8,Snowflake,,Network Activity,4,Network Activity,4001,4,0,security,FortiGate,Fortinet,VkYi,GW-FW03-STAGE,1b20ecab-2b0a-442c-9b79-478cfb1df6e9,RYIW,192.0.2.2,jSHhfCXd,80,6,,traffic,-,local,1722174885831703870,FortiGate,Fortinet,8b201ded-12c1-4a3b-8a36-df548fa0a745,3.3.6,,agentSyslog,qSj_HWdEqbPt.TK,im hVUxWgO,5,478.1.7.0,GWg_LEtMAqUK.VI,mC HPUgaFK,6,570.6.6.6,,,,log_session_6649948535594099433,3,99,jnpJ,203.0.113.0,Germany,52777,mQZu,,,log_2,5806847738106,1722174885831703870,-775,,392,207,6,7,Network Activity: Traffic,400106,close,,jGiahJkMX,,7095-23-81,,,,,JfCsKRMQD,,,,notice,,,,,,,,FjlOvKrAe,,,DtFK,,,,,
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,zFKAEluG,,,log_session_1360110014517664315,3,,,,,,,,logVolume,metalog,,1722174900011565457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3708
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,gpMoOgUhL,,,log_session_1360110014517664315,3,,,,,,,,logVolume,metalog,,1722174900011575262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,traffic,4,49fe3192-6e6a-4a93-9a8c-bcf7c4f8729d,Zoom,,Network Activity,4,Network Activity,4001,7,88,security,FortiGate,Fortinet,VTyE,DB-SQL03-TEST,8f03b7f1-f632-4a98-832c-99d1460b33ea,IreF5,192.168.0.2,kYIanyhE,514,879,,traffic,-,local,1722175066871705305,FortiGate,Fortinet,04c6f792-cda4-4f9b-95e8-d0edf8dfbe5a,0.1.5,,agentSyslog,NxN_xKfpSHgg.cd,Vl isOPTFL,6,010.86.74.20,fHK_NhYsCWLP.nr,yF WDgzNRo,3,016.01.56.91,,,,log_session_6649948535594099433,3,99,mcnb,1.1.1.1,Canada,14845,HNOnmS,,,log_2,1076396181050,1722175066871705305,-646,,7,7221,0,9,Network Activity: Traffic,400106,accept,,JCDPtASCI,,4472-41-95,,,,,ogzJEherY,,,,notice,,,,,,,,FOQBwbpBL,,,oDpp,,,,,
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,XVIEyEIQ,,,log_session_1362475283708364565,3,,,,,,,,logVolume,metalog,,1722175080016761165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,MnkxVXbJR,,,log_session_1362475283708364565,3,,,,,,,,logVolume,metalog,,1722175080016801739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
6,traffic,9,81d09fe3-3560-47fb-b1a7-3035a8252bbd,DocuSign,,Network Activity,4,Network Activity,4001,9,43,security,FortiGate,Fortinet,HqQa,DB-SQL03-TEST,42d0d22a-7f8a-4966-9754-257b6e525eb4,bxKi2,198.51.100.5,uYYXKr HMOwEg,123,921,,traffic,-,local,1722175085431701102,FortiGate,Fortinet,14e8d26d-62df-4bb2-9440-5abbe9d50024,0.4.2,,agentSyslog,ZyI_NpCFDNZD.li,JH wYcVduG,6,102.43.58.35,uMB_dSexCguc.NC,wA qqHZNHG,1,082.77.266.58,,,,log_session_6649948535594099433,3,99,EuRe,203.0.113.9,United States,590,gRq,,,log_2,2948858241155,1722175085431701102,-193,,09,75,9,2,Network Activity: Traffic,400106,accept,,sqNdURIIR,,0681-77-88,,,,,hjrzZGsFk,,,,notice,,,,,,,,BytuvJELI,,,MkCR,,,,,
6,traffic,5,c4f78908-3834-4e96-8d5b-5a9b4b671951,SAP,,Network Activity,4,Network Activity,4001,7,08,security,FortiGate,Fortinet,AqfG,NAS-STOR01-UAT,a430cfd3-5a3b-4212-aa8d-c2ba1a62a04e,Rchr5,203.0.113.0,NewBJB MoRWyP,123,353,,traffic,-,local,1722175085431709029,FortiGate,Fortinet,15a13e7f-eb5d-41d4-9a8b-3db04a94ad8d,2.1.1,,agentSyslog,wPK_RuIzSBAg.es,Bz AxlUcdC,6,939.04.70.61,OIw_tCNjYnTJ.Yn,JS YbfDxou,1,147.34.821.49,,,,log_session_6649948535594099433,3,99,lWCP,192.168.0.6,Canada,080,rov,,,log_2,6455212757415,1722175085431709029,-366,,49,61,9,8,Network Activity: Traffic,400106,accept,,PRlbGhWfC,,8471-24-10,,,,,NlXTQhWCC,,,,notice,,,,,,,,MfEyAxXUS,,,dKTs,,,,,
6,traffic,2,cc17f250-7e74-4030-b965-e731d84396db,Atlassian,,Network Activity,4,Network Activity,4001,8,14,security,FortiGate,Fortinet,PoNn,FW-EX01-DEV,06de8ec4-8f47-45d8-92a8-6621d3e6cdd5,jpyT5,192.168.0.5,Ejqwqj wnlIWP,123,467,,traffic,-,local,1722175085431714171,FortiGate,Fortinet,c47bdf19-daf1-4d46-9b6a-524ea68e833f,7.6.1,,agentSyslog,qUx_DwAaJuKJ.Gq,WS vGEWqLx,2,969.45.43.06,OEp_fWUiSvbu.mS,MD XgXnjcW,9,946.74.891.47,,,,log_session_6649948535594099433,3,99,KvHb,192.168.0.6,United States,806,hQk,,,log_2,1198852259305,1722175085431714171,-324,,14,13,5,1,Network Activity: Traffic,400106,accept,,AtvXscrWn,,3329-37-79,,,,,XTVFXjdPE,,,,notice,,,,,,,,ZXJFvsQWj,,,npLU,,,,,
6,traffic,2,b1d7a914-7db0-45b3-986d-c5f6bc36a198,ZenDesk,,Network Activity,4,Network Activity,4001,3,66,security,FortiGate,Fortinet,HPvT,VM-DEV04-APP,5b6359b4-7600-4b58-9c63-e06b23f9ab87,XGgO3,192.0.2.8,HpazDI EsnZLl,123,823,,traffic,-,local,1722175085431714582,FortiGate,Fortinet,6ad8316b-9a4a-4bf4-bf97-20171764e00a,1.8.1,,agentSyslog,mDt_IILxamyG.gA,UD aeebzKw,5,230.41.53.15,EQf_GzHJfQIR.tc,gl necCJLj,8,258.71.639.46,,,,log_session_6649948535594099433,3,99,Apxi,172.16.0.7,Canada,121,VaS,,,log_2,2558192911922,1722175085431714582,-268,,74,67,8,3,Network Activity: Traffic,400106,accept,,hHfpNjgXk,,9072-11-78,,,,,ynIhSXCbS,,,,notice,,,,,,,,cGiHEfvLJ,,,ppEl,,,,,
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,yhgsHQDV,,,log_session_1362475283708364565,3,,,,,,,,logVolume,metalog,,1722175110020378729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5870
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,uSvqiMxwU,,,log_session_1362475283708364565,3,,,,,,,,logVolume,metalog,,1722175110020389674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
